id,method,prompt_file,model,temperature,prediction
26,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,其实有些人会在钱包里有地址。
27,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,没有人说过谈恋爱真的像拍戏一样甜。
28,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,做到这么辛苦也算有收入。
29,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,我以前试过被他们说就算买月票也要拍。
30,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,那么他还要应付那个正印。
31,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,有了照片，应该也能认出来。
32,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,当在一起之后通常就会说你很能干。
33,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,又说香港复苏的景象很好。
34,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,他一直住在公屋里。
35,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,几二十岁还在赚这么少的钱。
36,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,把你赚的钱都给家里人花了吗？
37,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,人们根本不会在意你的样子。
38,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,我也以为是新式的，原来旧时就有。
39,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,肠粉一定要非黑即白，两种都好吃是不行的。
40,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,现在香港的麦当劳这么贵。
41,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,其实出歌一点都不贵，宣传才贵。
42,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,今集的字幕正常了，少了一些欢乐。
43,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,他总是向你要家用。
44,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,想早点回家可以把老婆搬出来。
45,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,下班已经很累，只想回家，但还是要应酬他们。
46,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,拿完市民的钱，马上把市民拉回来。
47,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,原来已经过了半年起诉期限，现在才注意到。
48,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,没有客人也要你搭桌子。
49,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,最大的问题一定是租金，看到你生意好就会涨租。
50,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,结了婚后就更不容易分开。
51,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,说实话，挺好看的，也很有趣。
52,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,公司女同事明明无名指戴了戒指也可以说是妈妈送的。
53,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,不要说那个男孩在玩弄你的感情。
54,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,既然没有表态，就不要幻想别人对你有意思了。
55,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,抱歉，个人魅力让我忍不住笑。
56,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,我的朋友都很正常，不会这样。
57,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,唱歌的那个人真的很厉害。
58,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,最少都有一万，完全没有难度。
59,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,希望接下来可以多一些讨论如何教导中学生理财。
60,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,轻轻松松聊聊天也挺好的。
61,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,人高又风趣果然是更容易被人接受的。
62,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,妈妈的反应已经算是很给面子了。
63,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,越看越饿
64,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,但晚上不可以看那条影片，肚子好饿。
65,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,至少你们让他们整个体验开心了。
66,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,简直便宜到不可思议，车费都不止。
67,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,没有啦，看到你们这条片，你们好好笑啊。
68,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,最近心情不好。
69,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,最讨厌的就是女孩收心。
70,gpt_basic_standardization,prompts/basic_standardization.txt,gpt-4o-mini,0.0,没想到他的普通话这么好。
