id,type,method,cantonese,prediction,reference,normalized_prediction,normalized_reference,exact_match,char_f1,edit_similarity
11,informal_orthography,gpt_context_aware_standardization,同佢同期個d 全部都老哂啦,他们同期的人都老了。,和他同期的那些人全都老了,他们同期的人都老了。,和他同期的那些人全都老了,0,0.7272727272727272,0.7272727272727273
12,code_mixing,gpt_context_aware_standardization,佢chok 到全歐洲最靚數據,他在整个欧洲的数据表现非常出色。,他刷出了全欧洲最好看的数据,他在整个欧洲的数据表现非常出色。,他刷出了全欧洲最好看的数据,0,0.4827586206896552,0.41379310344827586
13,informal_orthography,gpt_context_aware_standardization,佢唔好彩既係佢遇到最頂級既射手,他不幸的是遇到了最顶级的射手。,他不走运的是，他遇到了最顶级的前锋,他不幸的是遇到了最顶级的射手。,他不走运的是，他遇到了最顶级的前锋,0,0.6875,0.6875
14,code_mixing,gpt_context_aware_standardization,得你一個日日開post吹捧,就你一个人每天发帖吹捧。,只有你一个人天天发帖吹捧,就你一个人每天发帖吹捧。,只有你一个人天天发帖吹捧,0,0.75,0.75
15,code_mixing,gpt_context_aware_standardization,佢都係一人carry住曼聯,他也是一个人扛着曼联。,他也是一个人撑着曼联,他也是一个人扛着曼联。,他也是一个人撑着曼联,0,0.8571428571428572,0.8571428571428571
16,code_mixing,gpt_context_aware_standardization,亦都冇咁易畀人笑你chok口音,也没有那么容易让人笑你的口音。,也没那么容易被人笑你的刻意口音,也没有那么容易让人笑你的口音。,也没那么容易被人笑你的刻意口音,0,0.8000000000000002,0.8
17,particles_and_context,gpt_context_aware_standardization,個個男人都會陪架啦,每个男人都会陪伴的。,每个男人都会陪的啦,每个男人都会陪伴的。,每个男人都会陪的啦,0,0.8421052631578948,0.8421052631578947
18,colloquial_or_slang,gpt_context_aware_standardization,會諗一啲之前冇點諗過嘅嘢,会想一些之前没有怎么想过的事情。,会想一些之前没怎么想过的事情,会想一些之前没有怎么想过的事情。,会想一些之前没怎么想过的事情,0,0.9333333333333333,0.9333333333333333
19,colloquial_or_slang,gpt_context_aware_standardization,大陸經濟股市收晒皮,大陆经济股市已经崩溃。,大陆经济和股市都彻底不行了,大陆经济股市已经崩溃。,大陆经济和股市都彻底不行了,0,0.4999999999999999,0.5
20,informal_orthography,gpt_context_aware_standardization,佢懶姐，佢肯開演唱會一定大把人睇,她很懒，如果她愿意举办演唱会一定会有很多人观看。,他只是懒而已，他愿意开演唱会的话一定很多人看,她很懒，如果她愿意举办演唱会一定会有很多人观看。,他只是懒而已，他愿意开演唱会的话一定很多人看,0,0.5652173913043478,0.5652173913043478
21,colloquial_or_slang,gpt_context_aware_standardization,迫啲居民等唔切就賣樓,迫使一些居民等不及就卖房。,逼一些居民等不及就卖房,迫使一些居民等不及就卖房。,逼一些居民等不及就卖房,0,0.8333333333333333,0.8333333333333334
22,code_mixing,gpt_context_aware_standardization,由DAY 0 開始既10日內有乜野要做一早有晒PLAN,从第0天开始的10天内有什么事情要做，提前都要有计划。,从第0天开始的10天内要做什么，早就已经有完整计划了,从第0天开始的10天内有什么事情要做，提前都要有计划。,从第0天开始的10天内要做什么，早就已经有完整计划了,0,0.7169811320754716,0.6415094339622641
23,informal_orthography,gpt_context_aware_standardization,佢年頭已經貼左告示話開,他们年初已经贴了通知说要开。,他年初已经贴了告示说会开张,他们年初已经贴了通知说要开。,他年初已经贴了告示说会开张,0,0.6666666666666666,0.6666666666666666
24,colloquial_or_slang,gpt_context_aware_standardization,話時話我去日本咁多次一次松屋都未食過,说起来我去日本这么多次，竟然一次松屋都没吃过。,说起来，我去日本那么多次，一次松屋都没有吃过,说起来我去日本这么多次，竟然一次松屋都没吃过。,说起来，我去日本那么多次，一次松屋都没有吃过,0,0.8444444444444444,0.8444444444444444
25,colloquial_or_slang,gpt_context_aware_standardization,如果賣得貴過兩餸飯都唔會幫趁,如果卖得比两份饭还贵，就不会有人买了。,如果卖得比两餸饭还贵，我也不会光顾,如果卖得比两份饭还贵，就不会有人买了。,如果卖得比两𩠌饭还贵，我也不会光顾,0,0.6666666666666667,0.6666666666666666
26,informal_orthography,gpt_context_aware_standardization,其實有d人會有地址係銀包,其实有些人会在钱包里放地址。,其实有些人会把地址放在钱包里,其实有些人会在钱包里放地址。,其实有些人会把地址放在钱包里,0,0.9285714285714286,0.7142857142857143
27,particles_and_context,gpt_context_aware_standardization,冇人話過拍拖實係拍劇咁甜架喎,没有人说过谈恋爱真的像拍戏一样甜蜜。,没有人说过谈恋爱一定会像拍电视剧那样甜蜜啊,没有人说过谈恋爱真的像拍戏一样甜蜜。,没有人说过谈恋爱一定会像拍电视剧那样甜蜜啊,0,0.717948717948718,0.6666666666666666
28,colloquial_or_slang,gpt_context_aware_standardization,做到咁辛苦都叫有糧出,做到这么辛苦也算有收入。,做得这么辛苦，好歹也能拿工资,做到这么辛苦也算有收入。,做得这么辛苦，好歹也能拿工资,0,0.4615384615384615,0.46153846153846156
29,informal_orthography,gpt_context_aware_standardization,我以前試過俾佢地話就算買月票都要拍,我以前试过他们说即使买月票也要刷卡。,我以前试过被他们告知，就算买了月票也要刷卡,我以前试过他们说即使买月票也要刷卡。,我以前试过被他们告知，就算买了月票也要刷卡,0,0.717948717948718,0.717948717948718
30,colloquial_or_slang,gpt_context_aware_standardization,咁佢仲要應付個正印,那么她还要应付正牌男友。,那他还要应付正牌伴侣,那么她还要应付正牌男友。,那他还要应付正牌伴侣,0,0.6363636363636365,0.6363636363636364
31,particles_and_context,gpt_context_aware_standardization,有埋圖個樣應該都認到下嘅,有了图片，应该能认出来。,有照片的话，应该还是能认出样子的,有了图片，应该能认出来。,有照片的话，应该还是能认出样子的,0,0.5714285714285715,0.5714285714285714
32,code_mixing,gpt_context_aware_standardization,當一齊左之後通常就會話你chur得濟,当在一起之后通常就会说你很烦。,在一起之后，通常就会说你逼得太紧,当在一起之后通常就会说你很烦。,在一起之后，通常就会说你逼得太紧,0,0.7096774193548386,0.7096774193548387
33,particles_and_context,gpt_context_aware_standardization,又話香港復甦好好景嘅,又说香港的复苏情况很好。,不是说香港复苏得很好、很景气吗？,又说香港的复苏情况很好。,不是说香港复苏得很好、很景气吗？,0,0.5,0.5
34,colloquial_or_slang,gpt_context_aware_standardization,佢一直痴屋企住公屋,他一直依赖住在公屋。,他一直依赖家里，住在公屋,他一直依赖住在公屋。,他一直依赖家里，住在公屋,0,0.8181818181818182,0.8181818181818182
35,colloquial_or_slang,gpt_context_aware_standardization,幾廿歲仲係搵咁少錢,才二十几岁就赚这么少钱。,几十岁了还是赚这么少钱,才二十几岁就赚这么少钱。,几十岁了还是赚这么少钱,0,0.6956521739130435,0.6086956521739131
36,informal_orthography,gpt_context_aware_standardization,比屋企人食晒你份人工?,把你的工资都给家里人花了吗？,被家人花光你的工资吗？,把你的工资都给家里人花了吗？,被家人花光你的工资吗？,0,0.7200000000000001,0.48
37,informal_orthography,gpt_context_aware_standardization,人地根本唔會介意你個樣,别人根本不会在意你的样子。,别人根本不会介意你的长相,别人根本不会在意你的样子。,别人根本不会介意你的长相,0,0.7199999999999999,0.72
38,informal_orthography,gpt_context_aware_standardization,我都以為係新式野，原來舊時都有,我也以为是新式的，原来以前就有。,我也以为是新式东西，原来以前也有,我也以为是新式的，原来以前就有。,我也以为是新式东西，原来以前也有,0,0.8125,0.8125
39,particles_and_context,gpt_context_aware_standardization,腸粉都要非黑即白，兩隻都好食唔得既,肠粉一定要非黑即白，两种都好吃是不行的。,肠粉也要非黑即白吗？两种都好吃不可以吗？,肠粉一定要非黑即白，两种都好吃是不行的。,肠粉也要非黑即白吗？两种都好吃不可以吗？,0,0.65,0.65
40,informal_orthography,gpt_context_aware_standardization,宜家香港麥當勞咁貴,现在香港的麦当劳这么贵。,现在香港的麦当劳这么贵,现在香港的麦当劳这么贵。,现在香港的麦当劳这么贵,0,0.9565217391304348,0.9565217391304348
41,colloquial_or_slang,gpt_context_aware_standardization,其實出歌一啲都唔貴，派台宣傳先貴,其实出歌一点都不贵，宣传才贵。,其实出歌一点都不贵，去电台宣传才贵,其实出歌一点都不贵，宣传才贵。,其实出歌一点都不贵，去电台宣传才贵,0,0.8749999999999999,0.875
42,informal_orthography,gpt_context_aware_standardization,今集啲字幕正常返少左個歡樂,这一集的字幕正常了，少了一些欢乐。,这一集的字幕变正常了，反而少了一点乐趣,这一集的字幕正常了，少了一些欢乐。,这一集的字幕变正常了，反而少了一点乐趣,0,0.7777777777777778,0.7777777777777778
43,colloquial_or_slang,gpt_context_aware_standardization,佢成日同你攞家用,他总是向你要生活费。,他总是向你要生活费,他总是向你要生活费。,他总是向你要生活费,0,0.9473684210526316,0.9473684210526315
44,informal_orthography,gpt_context_aware_standardization,想早啲返屋企可以搬老婆出黎,想早点回家可以把老婆搬出来。,想早点回家的时候，可以把老婆拿出来当借口,想早点回家可以把老婆搬出来。,想早点回家的时候，可以把老婆拿出来当借口,0,0.7058823529411764,0.7058823529411765
45,colloquial_or_slang,gpt_context_aware_standardization,放工已經好攰只想返屋企但都要應籌佢地,下班已经很累，只想回家，但还是得应付他们的聚会。,下班后已经很累，只想回家，但还是要应酬他们,下班已经很累，只想回家，但还是得应付他们的聚会。,下班后已经很累，只想回家，但还是要应酬他们,0,0.7999999999999999,0.8
46,colloquial_or_slang,gpt_context_aware_standardization,拎完市民錢，即刻拉返個市民,拿完市民的钱，立刻把市民拉回来。,拿完市民的钱，立刻又把那个市民抓回去,拿完市民的钱，立刻把市民拉回来。,拿完市民的钱，立刻又把那个市民抓回去,0,0.7647058823529411,0.7647058823529411
47,particles_and_context,gpt_context_aware_standardization,原來無咗半年起訴期限，而家先留意到,原来已经过了半年起诉期限，现在才注意到。,原来没有了半年的起诉期限，现在才注意到,原来已经过了半年起诉期限，现在才注意到。,原来没有了半年的起诉期限，现在才注意到,0,0.8205128205128205,0.8205128205128205
48,colloquial_or_slang,gpt_context_aware_standardization,無咩客都要你搭枱,没有客人也要你拼桌。,没什么客人也会要求你拼桌,没有客人也要你拼桌。,没什么客人也会要求你拼桌,0,0.7272727272727272,0.7272727272727273
49,colloquial_or_slang,gpt_context_aware_standardization,最大問題一定係租金，見你生意好就加你租,最大的问题一定是租金，看到你生意好就会涨租。,最大的问题一定是租金，看到你生意好就给你增加租金,最大的问题一定是租金，看到你生意好就会涨租。,最大的问题一定是租金，看到你生意好就给你增加租金,0,0.8260869565217391,0.8260869565217391
50,colloquial_or_slang,gpt_context_aware_standardization,仲要結咗婚冇咁易走得甩,结了婚就更不容易分开。,而且结了婚，没那么容易脱身,结了婚就更不容易分开。,而且结了婚，没那么容易脱身,0,0.41666666666666663,0.4166666666666667
51,code_mixing,gpt_context_aware_standardization,講真，幾好睇幾Fun,说实话，挺好看的，挺有趣的。,说真的，很好看很有趣,说实话，挺好看的，挺有趣的。,说真的，很好看很有趣,0,0.5833333333333334,0.5
52,colloquial_or_slang,gpt_context_aware_standardization,公司女同事明明無名指戴左隻戒指都可以話係阿媽送,公司女同事明明无名指戴了戒指，也可以说是妈妈送的。,公司的女同事明明无名指带了个戒指都可以说是妈妈送的,公司女同事明明无名指戴了戒指，也可以说是妈妈送的。,公司的女同事明明无名指带了个戒指都可以说是妈妈送的,0,0.8399999999999999,0.84
53,particles_and_context,gpt_context_aware_standardization,唔好話條仔玩你感情喎,不要说那个男孩在玩弄你的感情。,不要到时说那个男生玩弄你感情喔,不要说那个男孩在玩弄你的感情。,不要到时说那个男生玩弄你感情喔,0,0.7333333333333333,0.7333333333333333
54,particles_and_context,gpt_context_aware_standardization,既然沒有表態就唔好幻想人地對你有意思啦,既然没有表态，就不要幻想别人对你有意思了。,既然没有表态就不要幻想别人对你有意思啦,既然没有表态，就不要幻想别人对你有意思了。,既然没有表态就不要幻想别人对你有意思啦,0,0.9,0.9
55,code_mixing,gpt_context_aware_standardization,Sor9ry，個人魅力我噴飯,抱歉，个人魅力让我忍不住笑。,不好意思，所谓个人魅力真是让我笑喷了,抱歉，个人魅力让我忍不住笑。,不好意思，所谓个人魅力真是让我笑喷了,0,0.5625000000000001,0.5
56,particles_and_context,gpt_context_aware_standardization,我D朋友都好正常唔會咁架,我的朋友们都很正常，不会这样。,我的朋友都好正常不会这样的啦,我的朋友们都很正常，不会这样。,我的朋友都好正常不会这样的啦,0,0.7586206896551724,0.7586206896551724
57,colloquial_or_slang,gpt_context_aware_standardization,唱歌果個真係好掂,唱歌的那个人真的很厉害。,唱歌那位真的好厉害,唱歌的那个人真的很厉害。,唱歌那位真的好厉害,0,0.6666666666666666,0.6666666666666666
58,particles_and_context,gpt_context_aware_standardization,最少都有一萬，完全冇難度囉,至少有一万，完全没有难度。,最少都有一万，完全没有难度咯,至少有一万，完全没有难度。,最少都有一万，完全没有难度咯,0,0.8148148148148148,0.8148148148148148
59,informal_orthography,gpt_context_aware_standardization,希望黎緊可以多d講吓如何教導中學生理財,希望接下来可以多讲一些如何教导中学生理财。,希望未来可以多多讲下怎么教中学生理财,希望接下来可以多讲一些如何教导中学生理财。,希望未来可以多多讲下怎么教中学生理财,0,0.717948717948718,0.6666666666666666
60,particles_and_context,gpt_context_aware_standardization,輕輕鬆鬆傾下計都幾好喎,轻轻松松聊聊天也挺好的。,轻轻松松地聊聊天也很好啊,轻轻松松聊聊天也挺好的。,轻轻松松地聊聊天也很好啊,0,0.75,0.75
61,informal_orthography,gpt_context_aware_standardization,人高又風趣果然係易比人接受D,人高又风趣果然更容易被人接受。,个子高又风趣，果然比较容易被人接受一点,人高又风趣果然更容易被人接受。,个子高又风趣，果然比较容易被人接受一点,0,0.7058823529411765,0.7058823529411765
62,particles_and_context,gpt_context_aware_standardization,媽媽既反應已經算係好俾面㗎啦,妈妈的反应已经算是很给面子了。,妈妈的反应已经算很给面子的啦,妈妈的反应已经算是很给面子了。,妈妈的反应已经算很给面子的啦,0,0.8275862068965518,0.8275862068965517
63,colloquial_or_slang,gpt_context_aware_standardization,愈睇愈肚餓,越看越饿。,越看越饿,越看越饿。,越看越饿,0,0.888888888888889,0.8888888888888888
64,informal_orthography,gpt_context_aware_standardization,但晚上不可以睇e條影片，好肚餓,但晚上不可以看这段视频，太饿了。,但是晚上不可以看这条影片，好饿,但晚上不可以看这段视频，太饿了。,但是晚上不可以看这条影片，好饿,0,0.6451612903225806,0.6451612903225806
65,informal_orthography,gpt_context_aware_standardization,至少你哋令佢哋成個體驗開心咗,至少你们让他们的整个体验变得开心了。,至少你们让他们的整个体验变开心了啊,至少你们让他们的整个体验变得开心了。,至少你们让他们的整个体验变开心了啊,0,0.9142857142857143,0.9142857142857143
66,particles_and_context,gpt_context_aware_standardization,簡直抵到爛啦，車費都唔止,简直便宜得不可思议，车费都不止这个价。,简直超划算，车费都不止这个价了,简直便宜得不可思议，车费都不止这个价。,简直超划算，车费都不止这个价了,0,0.6470588235294117,0.6470588235294118
67,informal_orthography,gpt_context_aware_standardization,"冇 la la 碌到你哋呢條片, 你哋好好笑呀",没想到会看到你们这条视频，你们真好笑啊。,莫名其妙刷到你们的这条影片，你们好好笑啊,没想到会看到你们这条视频，你们真好笑啊。,莫名其妙刷到你们的这条影片，你们好好笑啊,0,0.55,0.55
68,informal_orthography,gpt_context_aware_standardization,呢排心情不係幾好,最近心情不好。,这阵子心情不是很好,最近心情不好。,这阵子心情不是很好,0,0.5,0.5
69,colloquial_or_slang,gpt_context_aware_standardization,最憎就係女仔收兵,最讨厌的就是女孩收心。,最讨厌的就是女生拿别人当备胎,最讨厌的就是女孩收心。,最讨厌的就是女生拿别人当备胎,0,0.56,0.56
70,code_mixing,gpt_context_aware_standardization,估唔到佢國語ok wor,没想到他的普通话这么好。,没想到他的国语还可以喔,没想到他的普通话这么好。,没想到他的国语还可以喔,0,0.43478260869565216,0.43478260869565216
