id,type,method,cantonese,prediction,reference,normalized_prediction,normalized_reference,exact_match,char_f1,edit_similarity
52,colloquial_or_slang,gpt_direct_translation,公司女同事明明無名指戴左隻戒指都可以話係阿媽送,公司女同事明明无名指戴了只戒指也可以说是妈妈送的。,公司的女同事明明无名指带了个戒指都可以说是妈妈送的,公司女同事明明无名指戴了只戒指也可以说是妈妈送的。,公司的女同事明明无名指带了个戒指都可以说是妈妈送的,0,0.8399999999999999,0.84
53,particles_and_context,gpt_direct_translation,唔好話條仔玩你感情喎,不要说那个男孩在玩弄你的感情。,不要到时说那个男生玩弄你感情喔,不要说那个男孩在玩弄你的感情。,不要到时说那个男生玩弄你感情喔,0,0.7333333333333333,0.7333333333333333
54,particles_and_context,gpt_direct_translation,既然沒有表態就唔好幻想人地對你有意思啦,既然没有表态，就不要幻想别人对你有意思了。,既然没有表态就不要幻想别人对你有意思啦,既然没有表态，就不要幻想别人对你有意思了。,既然没有表态就不要幻想别人对你有意思啦,0,0.9,0.9
55,code_mixing,gpt_direct_translation,Sor9ry，個人魅力我噴飯,抱歉，个人魅力让我喷饭。,不好意思，所谓个人魅力真是让我笑喷了,抱歉，个人魅力让我喷饭。,不好意思，所谓个人魅力真是让我笑喷了,0,0.5333333333333333,0.5333333333333333
56,particles_and_context,gpt_direct_translation,我D朋友都好正常唔會咁架,我的朋友们都很正常，不会这样。,我的朋友都好正常不会这样的啦,我的朋友们都很正常，不会这样。,我的朋友都好正常不会这样的啦,0,0.7586206896551724,0.7586206896551724
57,colloquial_or_slang,gpt_direct_translation,唱歌果個真係好掂,唱歌的那个人真的是很厉害。,唱歌那位真的好厉害,唱歌的那个人真的是很厉害。,唱歌那位真的好厉害,0,0.6363636363636364,0.6363636363636364
58,particles_and_context,gpt_direct_translation,最少都有一萬，完全冇難度囉,最少都有一万，完全没有难度。,最少都有一万，完全没有难度咯,最少都有一万，完全没有难度。,最少都有一万，完全没有难度咯,0,0.9285714285714286,0.9285714285714286
59,informal_orthography,gpt_direct_translation,希望黎緊可以多d講吓如何教導中學生理財,希望接下来能够多谈谈如何教导中学生理财。,希望未来可以多多讲下怎么教中学生理财,希望接下来能够多谈谈如何教导中学生理财。,希望未来可以多多讲下怎么教中学生理财,0,0.5789473684210527,0.47368421052631576
60,particles_and_context,gpt_direct_translation,輕輕鬆鬆傾下計都幾好喎,轻轻松松聊聊天也挺好的。,轻轻松松地聊聊天也很好啊,轻轻松松聊聊天也挺好的。,轻轻松松地聊聊天也很好啊,0,0.75,0.75
61,informal_orthography,gpt_direct_translation,人高又風趣果然係易比人接受D,身高又风趣果然更容易被人接受。,个子高又风趣，果然比较容易被人接受一点,身高又风趣果然更容易被人接受。,个子高又风趣，果然比较容易被人接受一点,0,0.7058823529411765,0.7058823529411765
62,particles_and_context,gpt_direct_translation,媽媽既反應已經算係好俾面㗎啦,妈妈的反应已经算是很给面子了。,妈妈的反应已经算很给面子的啦,妈妈的反应已经算是很给面子了。,妈妈的反应已经算很给面子的啦,0,0.8275862068965518,0.8275862068965517
63,colloquial_or_slang,gpt_direct_translation,愈睇愈肚餓,越看越饿。,越看越饿,越看越饿。,越看越饿,0,0.888888888888889,0.8888888888888888
64,informal_orthography,gpt_direct_translation,但晚上不可以睇e條影片，好肚餓,但晚上不可以看那部影片，肚子很饿。,但是晚上不可以看这条影片，好饿,但晚上不可以看那部影片，肚子很饿。,但是晚上不可以看这条影片，好饿,0,0.6875,0.6875
65,informal_orthography,gpt_direct_translation,至少你哋令佢哋成個體驗開心咗,至少你们让他们整个体验开心了。,至少你们让他们的整个体验变开心了啊,至少你们让他们整个体验开心了。,至少你们让他们的整个体验变开心了啊,0,0.8749999999999999,0.875
66,particles_and_context,gpt_direct_translation,簡直抵到爛啦，車費都唔止,简直便宜到不行，车费都不止。,简直超划算，车费都不止这个价了,简直便宜到不行，车费都不止。,简直超划算，车费都不止这个价了,0,0.5517241379310344,0.5517241379310345
67,informal_orthography,gpt_direct_translation,"冇 la la 碌到你哋呢條片, 你哋好好笑呀",没有啦，看到你们这条片，你们好好笑啊。,莫名其妙刷到你们的这条影片，你们好好笑啊,没有啦，看到你们这条片，你们好好笑啊。,莫名其妙刷到你们的这条影片，你们好好笑啊,0,0.6666666666666667,0.6666666666666666
68,informal_orthography,gpt_direct_translation,呢排心情不係幾好,最近心情不好。,这阵子心情不是很好,最近心情不好。,这阵子心情不是很好,0,0.5,0.5
69,colloquial_or_slang,gpt_direct_translation,最憎就係女仔收兵,最讨厌的就是女孩收兵。,最讨厌的就是女生拿别人当备胎,最讨厌的就是女孩收兵。,最讨厌的就是女生拿别人当备胎,0,0.56,0.56
70,code_mixing,gpt_direct_translation,估唔到佢國語ok wor,没想到他的普通话不错。,没想到他的国语还可以喔,没想到他的普通话不错。,没想到他的国语还可以喔,0,0.45454545454545453,0.45454545454545453
