id,method,prompt_file,model,temperature,prediction
35,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,几二十岁还在赚这么少的钱。
36,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,把你赚的工资都给家里人花了吗？
37,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,人们根本不会在意你的样子。
38,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,我也以为是新式的，原来旧时就有。
39,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,肠粉一定要非黑即白，两种都好吃是不行的。
40,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,现在香港的麦当劳这么贵。
41,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,其实出歌一点都不贵，宣传推广才贵。
42,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,这一集的字幕正常少了一些欢乐。
43,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,他总是向你要家用。
44,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,想早点回家可以把老婆搬出来。
45,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,下班已经很累，只想回家，但还是要应酬他们。
46,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,拿完市民的钱，立刻把市民拉回来。
47,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,原来已经过了半年起诉期限，现在才注意到。
48,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,没有客人也要你搭桌子。
49,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,最大的问题一定是租金，看到你生意好就会涨租。
50,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,结了婚就更不容易分开。
51,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,说实话，挺好看的，也很有趣。
52,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,公司女同事明明无名指戴了只戒指也可以说是妈妈送的。
53,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,不要说那个男孩在玩弄你的感情。
54,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,既然没有表态，就不要幻想别人对你有意思了。
55,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,抱歉，个人魅力让我喷饭。
56,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,我的朋友们都很正常，不会这样。
57,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,唱歌的那个人真的是很厉害。
58,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,最少都有一万，完全没有难度。
59,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,希望接下来能够多谈谈如何教导中学生理财。
60,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,轻轻松松聊聊天也挺好的。
61,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,身高又风趣果然更容易被人接受。
62,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,妈妈的反应已经算是很给面子了。
63,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,越看越饿。
64,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,但晚上不可以看那部影片，肚子很饿。
65,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,至少你们让他们整个体验开心了。
66,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,简直便宜到不行，车费都不止。
67,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,没有啦，看到你们这条片，你们好好笑啊。
68,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,最近心情不好。
69,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,最讨厌的就是女孩收兵。
70,gpt_direct_translation,prompts/direct_translate.txt,gpt-4o-mini,0.0,没想到他的普通话不错。
