id,type,method,cantonese,prediction,reference,normalized_prediction,normalized_reference,exact_match,char_f1,edit_similarity
29,informal_orthography,direct_replacement,我以前試過俾佢地話就算買月票都要拍,我以前試過被他们話就算買月票都要拍,我以前试过被他们告知，就算买了月票也要刷卡,我以前试过被他们话就算买月票都要拍,我以前试过被他们告知，就算买了月票也要刷卡,0,0.7368421052631577,0.7368421052631579
30,colloquial_or_slang,direct_replacement,咁佢仲要應付個正印,这么他仲要應付個正牌伴侣,那他还要应付正牌伴侣,这么他仲要应付个正牌伴侣,那他还要应付正牌伴侣,0,0.7272727272727272,0.7272727272727273
31,particles_and_context,direct_replacement,有埋圖個樣應該都認到下嘅,有埋圖個樣應該都認到下的,有照片的话，应该还是能认出样子的,有埋图个样应该都认到下的,有照片的话，应该还是能认出样子的,0,0.42857142857142855,0.35714285714285715
32,code_mixing,direct_replacement,當一齊左之後通常就會話你chur得濟,當一齊了之後通常就會話你chur得濟,在一起之后，通常就会说你逼得太紧,当一齐了之后通常就会话你chur得济,在一起之后，通常就会说你逼得太紧,0,0.5294117647058824,0.5294117647058824
33,particles_and_context,direct_replacement,又話香港復甦好好景嘅,又話香港复苏好好景的,不是说香港复苏得很好、很景气吗？,又话香港复苏好好景的,不是说香港复苏得很好、很景气吗？,0,0.4615384615384615,0.46153846153846156
34,colloquial_or_slang,direct_replacement,佢一直痴屋企住公屋,他一直痴家里住公屋,他一直依赖家里，住在公屋,他一直痴家里住公屋,他一直依赖家里，住在公屋,0,0.761904761904762,0.7619047619047619
35,colloquial_or_slang,direct_replacement,幾廿歲仲係搵咁少錢,幾廿歲仲是找这么少钱,几十岁了还是赚这么少钱,几廿岁仲是找这么少钱,几十岁了还是赚这么少钱,0,0.6666666666666666,0.6666666666666666
36,informal_orthography,direct_replacement,比屋企人食晒你份人工?,被家人吃晒你份人工?,被家人花光你的工资吗？,被家人吃晒你份人工?,被家人花光你的工资吗？,0,0.47619047619047616,0.47619047619047616
37,informal_orthography,direct_replacement,人地根本唔會介意你個樣,别人根本不会介意你個樣,别人根本不会介意你的长相,别人根本不会介意你个样,别人根本不会介意你的长相,0,0.7826086956521738,0.782608695652174
38,informal_orthography,direct_replacement,我都以為係新式野，原來舊時都有,我都以為是新式东西，原來舊時都有,我也以为是新式东西，原来以前也有,我都以为是新式东西，原来旧时都有,我也以为是新式东西，原来以前也有,0,0.75,0.75
39,particles_and_context,direct_replacement,腸粉都要非黑即白，兩隻都好食唔得既,腸粉都要非黑即白，兩隻都好吃不可以的,肠粉也要非黑即白吗？两种都好吃不可以吗？,肠粉都要非黑即白，两只都好吃不可以的,肠粉也要非黑即白吗？两种都好吃不可以吗？,0,0.7368421052631577,0.7368421052631579
40,informal_orthography,direct_replacement,宜家香港麥當勞咁貴,现在香港麦当劳这么貴,现在香港的麦当劳这么贵,现在香港麦当劳这么贵,现在香港的麦当劳这么贵,0,0.9523809523809523,0.9523809523809523
41,colloquial_or_slang,direct_replacement,其實出歌一啲都唔貴，派台宣傳先貴,其實出歌一些都不贵，派台宣傳先貴,其实出歌一点都不贵，去电台宣传才贵,其实出歌一些都不贵，派台宣传先贵,其实出歌一点都不贵，去电台宣传才贵,0,0.787878787878788,0.7878787878787878
42,informal_orthography,direct_replacement,今集啲字幕正常返少左個歡樂,今集些字幕正常返少了個乐趣,这一集的字幕变正常了，反而少了一点乐趣,今集些字幕正常返少了个乐趣,这一集的字幕变正常了，反而少了一点乐趣,0,0.5625,0.5625
43,colloquial_or_slang,direct_replacement,佢成日同你攞家用,他成日同你拿生活费,他总是向你要生活费,他成日同你拿生活费,他总是向你要生活费,0,0.5555555555555556,0.5555555555555556
44,informal_orthography,direct_replacement,想早啲返屋企可以搬老婆出黎,想早些回家可以搬老婆出来,想早点回家的时候，可以把老婆拿出来当借口,想早些回家可以搬老婆出来,想早点回家的时候，可以把老婆拿出来当借口,0,0.625,0.625
45,colloquial_or_slang,direct_replacement,放工已經好攰只想返屋企但都要應籌佢地,下班已經好累只想回家但都要應籌他们,下班后已经很累，只想回家，但还是要应酬他们,下班已经好累只想回家但都要应筹他们,下班后已经很累，只想回家，但还是要应酬他们,0,0.7368421052631577,0.7368421052631579
46,colloquial_or_slang,direct_replacement,拎完市民錢，即刻拉返個市民,拿完市民钱，即刻拉返個市民,拿完市民的钱，立刻又把那个市民抓回去,拿完市民钱，即刻拉返个市民,拿完市民的钱，立刻又把那个市民抓回去,0,0.6451612903225806,0.6451612903225806
47,particles_and_context,direct_replacement,原來無咗半年起訴期限，而家先留意到,原來没有了半年起訴期限，现在先留意到,原来没有了半年的起诉期限，现在才注意到,原来没有了半年起诉期限，现在先留意到,原来没有了半年的起诉期限，现在才注意到,0,0.8648648648648649,0.8648648648648649
48,colloquial_or_slang,direct_replacement,無咩客都要你搭枱,没什么客都要你拼桌,没什么客人也会要求你拼桌,没什么客都要你拼桌,没什么客人也会要求你拼桌,0,0.761904761904762,0.7619047619047619
49,colloquial_or_slang,direct_replacement,最大問題一定係租金，見你生意好就加你租,最大問題一还是租金，見你生意好就加你租,最大的问题一定是租金，看到你生意好就给你增加租金,最大问题一还是租金，见你生意好就加你租,最大的问题一定是租金，看到你生意好就给你增加租金,0,0.7906976744186046,0.7441860465116279
50,colloquial_or_slang,direct_replacement,仲要結咗婚冇咁易走得甩,仲要結了婚没那么容易脱身,而且结了婚，没那么容易脱身,仲要结了婚没那么容易脱身,而且结了婚，没那么容易脱身,0,0.8,0.8
51,code_mixing,direct_replacement,講真，幾好睇幾Fun,说真的，幾好看幾有趣,说真的，很好看很有趣,说真的，几好看几有趣,说真的，很好看很有趣,0,0.8000000000000002,0.8
52,colloquial_or_slang,direct_replacement,公司女同事明明無名指戴左隻戒指都可以話係阿媽送,公司女同事明明无名指戴了隻戒指都可以说是妈妈送,公司的女同事明明无名指带了个戒指都可以说是妈妈送的,公司女同事明明无名指戴了只戒指都可以说是妈妈送,公司的女同事明明无名指带了个戒指都可以说是妈妈送的,0,0.8749999999999999,0.875
53,particles_and_context,direct_replacement,唔好話條仔玩你感情喎,不要说那个男生玩弄你的感情啊,不要到时说那个男生玩弄你感情喔,不要说那个男生玩弄你的感情啊,不要到时说那个男生玩弄你感情喔,0,0.8275862068965518,0.8275862068965517
54,particles_and_context,direct_replacement,既然沒有表態就唔好幻想人地對你有意思啦,的然沒有表態就不好幻想别人對你有意思啦,既然没有表态就不要幻想别人对你有意思啦,的然没有表态就不好幻想别人对你有意思啦,既然没有表态就不要幻想别人对你有意思啦,0,0.8947368421052632,0.8947368421052632
55,code_mixing,direct_replacement,Sor9ry，個人魅力我噴飯,不好意思，個人魅力我笑喷,不好意思，所谓个人魅力真是让我笑喷了,不好意思，个人魅力我笑喷,不好意思，所谓个人魅力真是让我笑喷了,0,0.8,0.8
56,particles_and_context,direct_replacement,我D朋友都好正常唔會咁架,我的朋友都好正常不会这么架,我的朋友都好正常不会这样的啦,我的朋友都好正常不会这么架,我的朋友都好正常不会这样的啦,0,0.8148148148148148,0.8148148148148148
57,colloquial_or_slang,direct_replacement,唱歌果個真係好掂,唱歌那个真是很厉害,唱歌那位真的好厉害,唱歌那个真是很厉害,唱歌那位真的好厉害,0,0.6666666666666666,0.6666666666666666
58,particles_and_context,direct_replacement,最少都有一萬，完全冇難度囉,最少都有一万，完全没有难度咯,最少都有一万，完全没有难度咯,最少都有一万，完全没有难度咯,最少都有一万，完全没有难度咯,1,1.0,1.0
59,informal_orthography,direct_replacement,希望黎緊可以多d講吓如何教導中學生理財,希望未来可以多点讲下如何教導中學生理財,希望未来可以多多讲下怎么教中学生理财,希望未来可以多点讲下如何教导中学生理财,希望未来可以多多讲下怎么教中学生理财,0,0.8108108108108109,0.8108108108108109
60,particles_and_context,direct_replacement,輕輕鬆鬆傾下計都幾好喎,轻轻松松聊聊天都幾好啊,轻轻松松地聊聊天也很好啊,轻轻松松聊聊天都几好啊,轻轻松松地聊聊天也很好啊,0,0.7826086956521738,0.782608695652174
61,informal_orthography,direct_replacement,人高又風趣果然係易比人接受D,人高又风趣果然是易被人接受D,个子高又风趣，果然比较容易被人接受一点,人高又风趣果然是易被人接受D,个子高又风趣，果然比较容易被人接受一点,0,0.6666666666666667,0.6666666666666666
62,particles_and_context,direct_replacement,媽媽既反應已經算係好俾面㗎啦,妈妈的反應已經算是好给面子的啦,妈妈的反应已经算很给面子的啦,妈妈的反应已经算是好给面子的啦,妈妈的反应已经算很给面子的啦,0,0.896551724137931,0.896551724137931
63,colloquial_or_slang,direct_replacement,愈睇愈肚餓,愈看愈饿,越看越饿,愈看愈饿,越看越饿,0,0.5,0.5
64,informal_orthography,direct_replacement,但晚上不可以睇e條影片，好肚餓,但晚上不可以看这条影片，好饿,但是晚上不可以看这条影片，好饿,但晚上不可以看这条影片，好饿,但是晚上不可以看这条影片，好饿,0,0.9655172413793104,0.9655172413793104
65,informal_orthography,direct_replacement,至少你哋令佢哋成個體驗開心咗,至少你们令他们整个体验开心了,至少你们让他们的整个体验变开心了啊,至少你们令他们整个体验开心了,至少你们让他们的整个体验变开心了啊,0,0.8387096774193549,0.8387096774193549
66,particles_and_context,direct_replacement,簡直抵到爛啦，車費都唔止,简直超划算啦，车费都不止,简直超划算，车费都不止这个价了,简直超划算啦，车费都不止,简直超划算，车费都不止这个价了,0,0.8148148148148148,0.8148148148148148
67,informal_orthography,direct_replacement,"冇 la la 碌到你哋呢條片, 你哋好好笑呀","没有 莫名其妙 刷到你们这条影片, 你们好好笑呀",莫名其妙刷到你们的这条影片，你们好好笑啊,"没有莫名其妙刷到你们这条影片,你们好好笑呀",莫名其妙刷到你们的这条影片，你们好好笑啊,0,0.8292682926829269,0.8292682926829268
68,informal_orthography,direct_replacement,呢排心情不係幾好,这阵子心情不是幾好,这阵子心情不是很好,这阵子心情不是几好,这阵子心情不是很好,0,0.8888888888888888,0.8888888888888888
69,colloquial_or_slang,direct_replacement,最憎就係女仔收兵,最憎就是女生拿别人当备胎,最讨厌的就是女生拿别人当备胎,最憎就是女生拿别人当备胎,最讨厌的就是女生拿别人当备胎,0,0.8461538461538461,0.8461538461538461
70,code_mixing,direct_replacement,估唔到佢國語ok wor,估不到他国语还可以 喔,没想到他的国语还可以喔,估不到他国语还可以喔,没想到他的国语还可以喔,0,0.761904761904762,0.7619047619047619
